Demo_Task,Fiscal_Period,Employee_ID,Business_Unit,Department,Role,Entity,Cost_Center,Cost_Center_Name,Salary_AUD,Overtime_AUD,Benefits_AUD,Contractor_Cost_AUD,Total_Workforce_Cost_AUD,Hours_Worked,Utilisation_Percent,Output_Metric,Output_Volume,Revenue_or_Value_Supported_AUD,Labour_Cost_Per_Output,Performance_Rating,Risk_Flag,Recommended_Action,Linked_GL_Txn_ID,Source_File_Target
"IBM BOB 2 - Workforce",2026-03,EMP1464,Procurement,Procurement,"Inventory Coordinator",AUS01,IT,"Information Technology",16454.83,1261.16,2200.42,0.00,19916.41,163.0,75.4,pos_processed,161,220775.36,123.70,Medium,None,"No action",TXN005475,"IBMBOB_Workforce_Cost_Output_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv"
"IBM BOB 2 - Workforce",2026-03,EMP5297,"Customer Care","Customer Care","Finance Analyst",PNG01,QLD,"Queensland Operations",9003.44,719.82,980.64,0.00,10703.90,134.1,61.6,cases_resolved,118,226460.50,90.71,High,None,"No action",TXN005476,"IBMBOB_Workforce_Cost_Output_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv"
"IBM BOB 2 - Workforce",2026-03,EMP6483,Commercial,Commercial,"Procurement Specialist",AUS01,VIC,"Victoria Operations",16878.32,1252.58,2170.96,0.00,20301.85,165.1,63.4,revenue_cases,122,262923.34,166.41,Medium,"Low utilisation high cost","Review allocation / approve exception",TXN005477,"IBMBOB_Workforce_Cost_Output_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv"
"IBM BOB 2 - Workforce",2026-03,EMP7618,Operations,Operations,"Sales Manager",AUS01,NT,"Northern Territory Operations",14954.14,1818.60,2447.55,0.00,19220.30,167.6,61.2,flights_supported,124,162183.77,155.00,Medium,"Low utilisation high cost","Review allocation / approve exception",TXN005478,"IBMBOB_Workforce_Cost_Output_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv"
"IBM BOB 2 - Workforce",2026-03,EMP3510,Commercial,Commercial,"Finance Analyst",AUS01,SA,"South Australia Operations",10170.65,337.42,920.37,0.00,11428.44,141.2,88.4,revenue_cases,129,205002.64,88.59,Medium,None,"No action",TXN005479,"IBMBOB_Workforce_Cost_Output_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv"
"IBM BOB 2 - Workforce",2026-03,EMP3521,Commercial,Commercial,"Sales Manager",FJI01,SA,"South Australia Operations",7617.52,595.94,635.91,0.00,8849.38,145.1,70.0,revenue_cases,106,151077.38,83.48,Medium,None,"No action",TXN005480,"IBMBOB_Workforce_Cost_Output_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv"
"IBM BOB 2 - Workforce",2026-03,EMP9062,Commercial,Commercial,"FP&A Manager",AUS01,OPS,"Operations & Logistics",6066.94,1769.76,1058.03,14970.58,23865.31,159.7,65.9,revenue_cases,51,315503.20,467.95,Medium,"High overtime","Review allocation / approve exception",TXN005481,"IBMBOB_Workforce_Cost_Output_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv"
"IBM BOB 2 - Workforce",2026-03,EMP2510,FP&A,FP&A,"Data Engineer",AUS01,CORP,"Corporate Head Office",15471.36,1179.53,1265.89,0.00,17916.78,157.9,92.0,forecast_models,97,226916.23,184.71,Medium,None,"No action",TXN005482,"IBMBOB_Workforce_Cost_Output_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv"
"IBM BOB 2 - Workforce",2026-03,EMP8244,IT,IT,"Finance Analyst",PNG01,IT,"Information Technology",5781.21,1949.59,702.72,0.00,8433.52,124.8,56.2,tickets_resolved,60,208021.34,140.56,Medium,"High overtime","Review allocation / approve exception",TXN005483,"IBMBOB_Workforce_Cost_Output_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv"
"IBM BOB 2 - Workforce",2026-03,EMP3755,Operations,Operations,"Data Engineer",AUS01,TAS,"Tasmania Operations",12813.64,2078.65,2043.37,0.00,16935.66,179.6,63.9,flights_supported,162,842573.04,104.54,Medium,"Low utilisation high cost","Review allocation / approve exception",TXN005484,"IBMBOB_Workforce_Cost_Output_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv"
"IBM BOB 2 - Workforce",2026-03,EMP3462,IT,IT,"Procurement Specialist",AUS01,OPS,"Operations & Logistics",16401.64,1516.70,2038.50,0.00,19956.85,142.6,59.3,tickets_resolved,126,121344.87,158.39,Low,"Low utilisation high cost","Review allocation / approve exception",TXN005485,"IBMBOB_Workforce_Cost_Output_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv"
"IBM BOB 2 - Workforce",2026-03,EMP3500,Sales,Sales,Controller,AUS01,SA,"South Australia Operations",14646.19,1621.36,1655.79,0.00,17923.35,168.6,68.3,deals_supported,185,111260.26,96.88,High,None,"No action",TXN005486,"IBMBOB_Workforce_Cost_Output_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv"
"IBM BOB 2 - Workforce",2026-03,EMP1325,Finance,Finance,"Procurement Specialist",PNG01,OPS,"Operations & Logistics",10084.10,289.13,1332.13,0.00,11705.37,180.9,77.2,close_tasks,109,164135.78,107.39,Low,None,"No action",TXN005487,"IBMBOB_Workforce_Cost_Output_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv"
"IBM BOB 2 - Workforce",2026-03,EMP2855,Operations,Operations,Controller,NZL01,MKT,"Marketing & Sales",16727.39,1058.82,2143.33,0.00,19929.54,135.6,83.8,flights_supported,99,210735.08,201.31,Medium,None,"No action",TXN005488,"IBMBOB_Workforce_Cost_Output_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv"
"IBM BOB 2 - Workforce",2026-03,EMP5737,Finance,Finance,"Procurement Specialist",PNG01,TAS,"Tasmania Operations",9384.29,841.43,1633.45,0.00,11859.17,123.4,56.1,close_tasks,63,76824.60,188.24,Medium,None,"No action",TXN005489,"IBMBOB_Workforce_Cost_Output_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv"
"IBM BOB 2 - Workforce",2026-03,EMP3481,"Customer Care","Customer Care",Controller,PNG01,SA,"South Australia Operations",10120.81,1042.53,1275.90,0.00,12439.25,153.8,67.6,cases_resolved,53,178984.85,234.70,High,None,"No action",TXN005490,"IBMBOB_Workforce_Cost_Output_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv"
"IBM BOB 2 - Workforce",2026-03,EMP5178,FP&A,FP&A,"Sales Manager",AUS01,FIN,"Finance & Accounting",9206.65,555.44,825.61,0.00,10587.70,127.7,73.9,forecast_models,48,163849.89,220.58,Medium,None,"No action",TXN005491,"IBMBOB_Workforce_Cost_Output_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv"
"IBM BOB 2 - Workforce",2026-03,EMP3349,Procurement,Procurement,"FP&A Manager",AUS01,ACT,"Australian Capital Territory",17005.47,188.40,2841.74,0.00,20035.62,123.2,89.8,pos_processed,115,79970.20,174.22,High,None,"No action",TXN005492,"IBMBOB_Workforce_Cost_Output_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv"
"IBM BOB 2 - Workforce",2026-03,EMP3355,Finance,Finance,"Data Engineer",FJI01,HR,"Human Resources",6201.89,1246.62,803.84,0.00,8252.34,156.5,83.3,close_tasks,149,168268.76,55.38,Low,None,"No action",TXN005493,"IBMBOB_Workforce_Cost_Output_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv"
"IBM BOB 2 - Workforce",2026-03,EMP3022,Commercial,Commercial,Controller,AUS01,VIC,"Victoria Operations",13793.59,348.04,1262.69,0.00,15404.32,168.8,91.4,revenue_cases,276,745977.90,55.81,Low,None,"No action",TXN005494,"IBMBOB_Workforce_Cost_Output_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv"
"IBM BOB 2 - Workforce",2026-03,EMP1406,Commercial,Commercial,"Customer Service Lead",AUS01,WA,"Western Australia Operations",11027.06,1257.34,1411.60,0.00,13696.00,151.2,78.7,revenue_cases,98,318169.24,139.76,Medium,None,"No action",TXN005495,"IBMBOB_Workforce_Cost_Output_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv"
"IBM BOB 2 - Workforce",2026-03,EMP4169,IT,IT,Controller,FJI01,SA,"South Australia Operations",11334.50,1836.08,1217.86,0.00,14388.44,130.7,70.0,tickets_resolved,83,73212.99,173.35,Medium,None,"No action",TXN005496,"IBMBOB_Workforce_Cost_Output_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv"
"IBM BOB 2 - Workforce",2026-03,EMP6438,Sales,Sales,"Procurement Specialist",AUS01,SA,"South Australia Operations",13324.19,1635.53,1783.78,0.00,16743.50,121.3,63.0,deals_supported,137,712527.75,122.22,High,"Low utilisation high cost","Review allocation / approve exception",TXN005497,"IBMBOB_Workforce_Cost_Output_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv"
"IBM BOB 2 - Workforce",2026-03,EMP4924,Commercial,Commercial,"Procurement Specialist",NZL01,QLD,"Queensland Operations",16655.33,1641.41,2134.64,0.00,20431.38,146.0,94.6,revenue_cases,101,121149.28,202.29,Low,None,"No action",TXN005498,"IBMBOB_Workforce_Cost_Output_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv"
"IBM BOB 2 - Workforce",2026-03,EMP8336,Procurement,Procurement,"FP&A Manager",PNG01,VIC,"Victoria Operations",14762.37,358.81,1835.23,0.00,16956.41,149.7,95.8,pos_processed,88,26810.00,192.69,Medium,None,"No action",TXN005499,"IBMBOB_Workforce_Cost_Output_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv"
"IBM BOB 2 - Workforce",2026-03,EMP5521,"Customer Care","Customer Care","Procurement Specialist",AUS01,QLD,"Queensland Operations",6560.37,972.76,1165.89,9704.95,18403.97,173.8,90.4,cases_resolved,147,67253.61,125.20,High,None,"No action",TXN005500,"IBMBOB_Workforce_Cost_Output_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv"
"IBM BOB 2 - Workforce",2026-03,EMP9046,Finance,Finance,Controller,NZL01,WA,"Western Australia Operations",13853.23,1670.50,1197.11,0.00,16720.84,146.5,87.4,close_tasks,98,237337.78,170.62,Low,None,"No action",TXN005501,"IBMBOB_Workforce_Cost_Output_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv"
"IBM BOB 2 - Workforce",2026-03,EMP8530,Finance,Finance,"FP&A Manager",AUS01,QLD,"Queensland Operations",11660.33,1437.05,1121.74,0.00,14219.13,181.5,69.4,close_tasks,131,199152.22,108.54,High,None,"No action",TXN005502,"IBMBOB_Workforce_Cost_Output_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv"
"IBM BOB 2 - Workforce",2026-03,EMP7017,IT,IT,"Procurement Specialist",AUS01,HR,"Human Resources",9150.30,1372.66,869.50,0.00,11392.46,182.8,66.3,tickets_resolved,89,189586.03,128.01,Medium,None,"No action",TXN005503,"IBMBOB_Workforce_Cost_Output_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv"
"IBM BOB 2 - Workforce",2026-03,EMP3529,FP&A,FP&A,"Data Engineer",AUS01,NT,"Northern Territory Operations",7532.82,1457.82,704.58,8561.66,18256.88,149.7,80.3,forecast_models,162,249044.83,112.70,High,"Contractor dependency","Review allocation / approve exception",TXN005504,"IBMBOB_Workforce_Cost_Output_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv"
"IBM BOB 2 - Workforce",2026-03,EMP9895,IT,IT,"Sales Manager",AUS01,TAS,"Tasmania Operations",17440.40,1721.17,1455.69,0.00,20617.26,152.8,90.6,tickets_resolved,148,231982.33,139.31,High,None,"No action",TXN005505,"IBMBOB_Workforce_Cost_Output_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv"
"IBM BOB 2 - Workforce",2026-03,EMP4293,Sales,Sales,"Revenue Analyst",AUS01,MKT,"Marketing & Sales",13319.26,1597.87,1912.58,0.00,16829.70,152.1,95.8,deals_supported,66,140562.69,255.00,Medium,None,"No action",TXN005506,"IBMBOB_Workforce_Cost_Output_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv"
"IBM BOB 2 - Workforce",2026-03,EMP7499,Procurement,Procurement,"Customer Service Lead",AUS01,FIN,"Finance & Accounting",8922.41,374.29,1237.34,0.00,10534.04,179.9,85.1,pos_processed,176,72899.34,59.85,High,None,"No action",TXN005507,"IBMBOB_Workforce_Cost_Output_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv"
"IBM BOB 2 - Workforce",2026-03,EMP1322,FP&A,FP&A,"Inventory Coordinator",AUS01,FIN,"Finance & Accounting",16751.27,1931.23,1757.17,11801.82,32241.49,149.9,72.7,forecast_models,127,214880.36,253.87,High,"Contractor dependency","Review allocation / approve exception",TXN005508,"IBMBOB_Workforce_Cost_Output_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv"
"IBM BOB 2 - Workforce",2026-03,EMP2875,Procurement,Procurement,"Customer Service Lead",AUS01,NT,"Northern Territory Operations",17898.65,1930.33,1778.22,0.00,21607.19,176.7,80.9,pos_processed,91,140939.90,237.44,Medium,None,"No action",TXN005509,"IBMBOB_Workforce_Cost_Output_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv"
"IBM BOB 2 - Workforce",2026-03,EMP6507,IT,IT,"Customer Service Lead",AUS01,ACT,"Australian Capital Territory",13201.27,1669.06,2029.84,5950.27,22850.44,147.5,81.3,tickets_resolved,193,57934.67,118.40,Low,"Duplicate or unusual salary variance","Review allocation / approve exception",TXN005510,"IBMBOB_Workforce_Cost_Output_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv"
"IBM BOB 2 - Workforce",2026-03,EMP5930,"Customer Care","Customer Care","Customer Service Lead",AUS01,ACT,"Australian Capital Territory",8021.05,173.65,980.55,0.00,9175.25,173.0,66.7,cases_resolved,185,33004.94,49.60,Medium,None,"No action",TXN005511,"IBMBOB_Workforce_Cost_Output_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv"
"IBM BOB 2 - Workforce",2026-03,EMP9471,Finance,Finance,"FP&A Manager",AUS01,IT,"Information Technology",18016.69,1922.15,2089.39,0.00,22028.23,142.1,89.7,close_tasks,224,109711.01,98.34,Medium,None,"No action",TXN005512,"IBMBOB_Workforce_Cost_Output_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv"
"IBM BOB 2 - Workforce",2026-03,EMP4670,Operations,Operations,Controller,AUS01,QLD,"Queensland Operations",7142.26,1014.46,1063.89,0.00,9220.61,154.4,96.4,flights_supported,134,183285.24,68.81,Medium,None,"No action",TXN005513,"IBMBOB_Workforce_Cost_Output_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv"
"IBM BOB 2 - Workforce",2026-03,EMP3160,Procurement,Procurement,"Inventory Coordinator",PNG01,CORP,"Corporate Head Office",8471.38,717.40,945.16,0.00,10133.93,143.4,75.3,pos_processed,64,181016.16,158.34,Medium,None,"No action",TXN005514,"IBMBOB_Workforce_Cost_Output_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv"
"IBM BOB 2 - Workforce",2026-03,EMP7901,Procurement,Procurement,"Inventory Coordinator",AUS01,MKT,"Marketing & Sales",9686.49,1700.91,1639.37,0.00,13026.77,166.3,66.1,pos_processed,168,106243.03,77.54,Medium,None,"No action",TXN005515,"IBMBOB_Workforce_Cost_Output_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv"
"IBM BOB 2 - Workforce",2026-03,EMP6917,Sales,Sales,"Inventory Coordinator",AUS01,WA,"Western Australia Operations",13494.60,434.33,1818.65,0.00,15747.58,130.5,62.1,deals_supported,140,832039.26,112.48,Medium,"Low utilisation high cost","Review allocation / approve exception",TXN005516,"IBMBOB_Workforce_Cost_Output_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv"
"IBM BOB 2 - Workforce",2026-03,EMP4662,Operations,Operations,"Operations Planner",AUS01,ACT,"Australian Capital Territory",14994.86,1886.53,2034.07,7452.61,26368.07,120.1,83.8,flights_supported,58,285645.24,454.62,Medium,None,"No action",TXN005517,"IBMBOB_Workforce_Cost_Output_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv"
"IBM BOB 2 - Workforce",2026-03,EMP8613,Sales,Sales,"Data Engineer",NZL01,TAS,"Tasmania Operations",11498.95,765.80,1009.39,0.00,13274.14,135.1,55.6,deals_supported,97,643230.48,136.85,Medium,"Low utilisation high cost","Review allocation / approve exception",TXN005518,"IBMBOB_Workforce_Cost_Output_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv"
"IBM BOB 2 - Workforce",2026-03,EMP2298,Procurement,Procurement,"Operations Planner",PNG01,ACT,"Australian Capital Territory",17338.98,360.11,3083.22,0.00,20782.31,159.0,55.7,pos_processed,47,188132.08,442.18,Medium,"Low utilisation high cost","Review allocation / approve exception",TXN005519,"IBMBOB_Workforce_Cost_Output_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv"
"IBM BOB 2 - Workforce",2026-03,EMP5836,Procurement,Procurement,"Procurement Specialist",FJI01,FIN,"Finance & Accounting",15522.26,672.61,2086.62,0.00,18281.50,182.3,64.9,pos_processed,177,13017.25,103.29,Medium,"Low utilisation high cost","Review allocation / approve exception",TXN005520,"IBMBOB_Workforce_Cost_Output_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv"
"IBM BOB 2 - Workforce",2026-03,EMP9426,FP&A,FP&A,Controller,AUS01,MKT,"Marketing & Sales",12542.65,1901.26,1706.80,9136.56,25287.27,124.8,76.6,forecast_models,116,230726.08,217.99,Medium,"Contractor dependency","Review allocation / approve exception",TXN005521,"IBMBOB_Workforce_Cost_Output_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv"
"IBM BOB 2 - Workforce",2026-03,EMP3861,Commercial,Commercial,Controller,PNG01,IT,"Information Technology",17086.58,2050.55,2791.40,0.00,21928.53,125.9,83.1,revenue_cases,54,673851.94,406.08,High,None,"No action",TXN005522,"IBMBOB_Workforce_Cost_Output_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv"
"IBM BOB 2 - Workforce",2026-03,EMP8310,IT,IT,"Procurement Specialist",AUS01,HR,"Human Resources",7340.13,1429.72,893.90,0.00,9663.75,150.4,60.8,tickets_resolved,96,121070.31,100.66,Low,None,"No action",TXN005523,"IBMBOB_Workforce_Cost_Output_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv"
"IBM BOB 2 - Workforce",2026-03,EMP6479,Procurement,Procurement,"Operations Planner",AUS01,VIC,"Victoria Operations",13876.94,168.99,1182.48,0.00,15228.41,176.3,71.7,pos_processed,136,236900.06,111.97,Low,None,"No action",TXN005524,"IBMBOB_Workforce_Cost_Output_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv"
"IBM BOB 2 - Workforce",2026-03,EMP9364,"Customer Care","Customer Care","Finance Analyst",AUS01,OPS,"Operations & Logistics",15813.45,683.53,2176.38,8296.09,26969.45,141.1,84.9,cases_resolved,152,188678.09,177.43,Medium,None,"No action",TXN005525,"IBMBOB_Workforce_Cost_Output_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv"
"IBM BOB 2 - Workforce",2026-03,EMP2093,Operations,Operations,"Inventory Coordinator",AUS01,FIN,"Finance & Accounting",11022.98,1325.34,1917.04,3613.69,17879.04,123.5,76.0,flights_supported,63,344964.27,283.79,Medium,None,"No action",TXN005526,"IBMBOB_Workforce_Cost_Output_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv"
"IBM BOB 2 - Workforce",2026-03,EMP3928,IT,IT,"Operations Planner",AUS01,OPS,"Operations & Logistics",9905.31,131.93,1222.53,0.00,11259.77,152.0,74.5,tickets_resolved,71,38696.83,158.59,Medium,None,"No action",TXN005527,"IBMBOB_Workforce_Cost_Output_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv"
"IBM BOB 2 - Workforce",2026-03,EMP2778,Sales,Sales,"Procurement Specialist",AUS01,OPS,"Operations & Logistics",16210.87,1314.33,2829.29,0.00,20354.49,148.0,84.0,deals_supported,97,292741.17,209.84,Low,None,"No action",TXN005528,"IBMBOB_Workforce_Cost_Output_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv"
"IBM BOB 2 - Workforce",2026-03,EMP5343,Finance,Finance,"Finance Analyst",AUS01,CORP,"Corporate Head Office",12775.59,652.79,1825.92,0.00,15254.30,164.1,95.8,close_tasks,72,103138.48,211.87,High,None,"No action",TXN005529,"IBMBOB_Workforce_Cost_Output_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv"
"IBM BOB 2 - Workforce",2026-03,EMP9868,Finance,Finance,"Data Engineer",NZL01,NSW,"New South Wales Operations",12869.37,86.85,2041.35,0.00,14997.58,176.0,90.6,close_tasks,207,3837.84,72.45,Low,None,"No action",TXN005530,"IBMBOB_Workforce_Cost_Output_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv"
"IBM BOB 2 - Workforce",2026-03,EMP7813,Finance,Finance,"Revenue Analyst",AUS01,VIC,"Victoria Operations",15014.18,1925.76,2357.93,0.00,19297.88,164.6,80.8,close_tasks,77,141441.37,250.62,Low,None,"No action",TXN005531,"IBMBOB_Workforce_Cost_Output_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv"
"IBM BOB 2 - Workforce",2026-03,EMP4171,IT,IT,"Finance Analyst",AUS01,ACT,"Australian Capital Territory",14404.65,981.05,2240.14,0.00,17625.84,139.6,60.2,tickets_resolved,80,67492.90,220.32,High,"Low utilisation high cost","Review allocation / approve exception",TXN005532,"IBMBOB_Workforce_Cost_Output_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv"
"IBM BOB 2 - Workforce",2026-03,EMP1398,Procurement,Procurement,"Data Engineer",FJI01,R&D,"Research & Development",14220.26,1408.86,1712.57,0.00,17341.69,170.4,67.2,pos_processed,85,11357.83,204.02,Medium,None,"No action",TXN005533,"IBMBOB_Workforce_Cost_Output_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv"
"IBM BOB 2 - Workforce",2026-03,EMP1388,Operations,Operations,"Sales Manager",NZL01,SA,"South Australia Operations",18345.15,447.55,2322.06,0.00,21114.76,123.2,71.4,flights_supported,95,818318.18,222.26,High,None,"No action",TXN005534,"IBMBOB_Workforce_Cost_Output_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv"
"IBM BOB 2 - Workforce",2026-03,EMP7977,Operations,Operations,"Inventory Coordinator",AUS01,MKT,"Marketing & Sales",7038.07,1613.10,830.61,7656.40,17138.17,170.6,62.6,flights_supported,166,781613.75,103.24,High,"High overtime | Low utilisation high cost","Review allocation / approve exception",TXN005535,"IBMBOB_Workforce_Cost_Output_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv"
"IBM BOB 2 - Workforce",2026-03,EMP7463,Finance,Finance,"Customer Service Lead",AUS01,CORP,"Corporate Head Office",8542.45,552.58,1099.19,0.00,10194.22,148.3,56.4,close_tasks,143,208371.25,71.29,Low,None,"No action",TXN005536,"IBMBOB_Workforce_Cost_Output_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv"
